shipment_id,carrier,vehicle_type,region_type,weather,distance_km,weight_kg,num_stops,traffic_index,driver_experience_years,delivery_time_hours
ORD2580,TransGlobal,Truck,Urban,Storm,123.6,49.8,2,0.27,2.8,10.56
ORD2581,FastFreight,Van,Suburban,Clear,217.6,33.7,6,0.68,3.2,9.47
ORD2582,MetroLogix,Truck,Urban,Clear,304.8,117.5,4,,2.9,11.82
ORD2583,TransGlobal,Truck,Rural,Fog,361.3,63.7,3,0.46,3.3,17.03
ORD2584,MetroLogix,Truck,Urban,Clear,122.1,124.0,5,0.76,2.8,8.36
ORD2585,TransGlobal,Mini-Truck,Suburban,Clear,303.7,65.6,2,0.85,4.5,10.84
ORD2586,FastFreight,Mini-Truck,Suburban,Rain,163.0,57.8,3,0.54,4.0,11.27
ORD2587,SwiftShip,Bike,Suburban,Fog,48.6,63.7,2,0.43,4.4,7.36
ORD2588,MetroLogix,Van,Urban,Clear,82.1,85.8,3,0.31,3.7,6.58
ORD2589,FastFreight,Van,Rural,Storm,66.1,85.1,2,0.94,9.4,14.09
ORD2590,MetroLogix,Van,Urban,Storm,81.5,103.0,4,0.45,1.7,11.72
ORD2591,SwiftShip,Truck,Suburban,Clear,129.5,99.9,5,0.74,4.5,7.31
ORD2592,UrbanCargo,Van,Urban,Fog,54.4,109.0,6,0.59,10.6,8.79
ORD2593,UrbanCargo,Mini-Truck,Urban,Clear,272.0,80.2,1,0.88,4.1,10.29
ORD2594,SwiftShip,Van,Rural,Clear,173.6,61.8,5,0.46,1.9,8.56
ORD2595,MetroLogix,Van,Urban,Clear,333.9,90.6,4,0.88,1.4,13.27
ORD2596,TransGlobal,Truck,Urban,Clear,390.4,66.1,7,0.93,8.2,14.8
ORD2597,SwiftShip,Mini-Truck,Urban,Fog,352.0,82.2,6,0.87,1.3,16.2
ORD2598,FastFreight,Mini-Truck,Urban,Fog,366.9,50.3,3,0.46,2.3,14.84
ORD2599,SwiftShip,Van,Suburban,Clear,363.4,65.1,4,0.44,12.7,12.6
